"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"FEMALE","25-34","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1350
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300
"MALE","60-64","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"MALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1050
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",-8
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1600
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","DE FACTO SEPARATED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",960
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","45-59","POST-SECONDARY OR HIGHER","FARMER","WIDOWED",11,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","YES",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",250
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","UNEMPLOYED","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",7,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",100
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2500
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"FEMALE","45-59","PRIMARY/NO EDUCATION","FARMER","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",300
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",21,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"IT`S DIFFICULT TO TELL","YES","YES",1750
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","NO","NO",400
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1060
"MALE","45-59","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","16-24","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","SINGLE",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",21,"MOST PEOPLE CAN BE TRUSTED","YES","YES",860
"MALE","45-59","SECONDARY",NA,"MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","25-34","PRIMARY/NO EDUCATION","SELF-EMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2854
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"MALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",3,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",1900
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL",NA,"YES",-8
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",9,"IT`S DIFFICULT TO TELL","YES","YES",760
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",6000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",4,"IT`S DIFFICULT TO TELL","YES","YES",300
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1400
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",970
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,NA,"YES","YES",1076
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",330
"MALE","35-44","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","DIVORCED",0,"IT`S DIFFICULT TO TELL","YES","NO",1500
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2500
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","65+","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","DIVORCED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","DIVORCED",4,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",713
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"FEMALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",940
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","16-24","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",300
"FEMALE","25-34","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO",-8
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","35-44","SECONDARY","SELF-EMPLOYED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",1000
"MALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",-8
"MALE","35-44","PRIMARY/NO EDUCATION","RETIRED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",200
"MALE","60-64","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2100
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","SECONDARY","FARMER","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000
"FEMALE","25-34","VOCATIONAL/GRAMMAR","FARMER","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","16-24","PRIMARY/NO EDUCATION","UNEMPLOYED","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","SINGLE",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",800
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",15,"IT`S DIFFICULT TO TELL","YES","YES",1000
"FEMALE","65+","SECONDARY","RETIRED","DIVORCED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",3900
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","45-59","SECONDARY","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2600
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",3500
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",1300
"FEMALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","SECONDARY","SELF-EMPLOYED","WIDOWED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","16-24","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",19,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"IT`S DIFFICULT TO TELL","NO","NO OPINION",4500
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",400
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES",1140
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"MALE","65+","SECONDARY","RETIRED","WIDOWED",16,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2700
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","16-24","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",200
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",800
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"FEMALE","35-44","SECONDARY","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"MALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","60-64","SECONDARY","RETIRED","MARRIED",11,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1600
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1100
"MALE","25-34","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3795
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",520
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1450
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1685
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","DIVORCED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO",1700
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES",NA,1000
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",13,"IT`S DIFFICULT TO TELL","YES","YES",1700
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","NO","NO",1050
"FEMALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",698
"MALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",3200
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1325
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",21,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",980
"FEMALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","DIVORCED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1400
"MALE","60-64","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","25-34","SECONDARY","FARMER","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",820
